ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0653-04,,118ML,"FLUPHENAZINE HCL 5MG/ML LIQUID,ORAL","FLUPHENAZINE HCL 5MG/ML LIQUID,ORAL",CN701,F,T,225.94,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0654-02,,60ML,FLUPHENAZINE HCL 0.5MG/ML ELIXIR,FLUPHENAZINE HCL 0.5MG/ML ELIXIR,CN701,F,T,19.36,02/15/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0657-00,,100X5ML,ACETAMINOPHEN 160MG/5ML (ALC-F) LIQUID,ACETAMINOPHEN 160MG/5ML (ALC-F) LIQUID,CN103,F,T,80.99,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0675-16,,473ML,"VALPROIC ACID 250MG/5ML SOLN,ORAL","VALPROIC ACID 250MG/5ML SOLN,ORAL",CN400,F,T,5.29,03/28/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0678-16,,473ML,"NORTRIPTYLINE HCL 10MG/5ML SOLN,ORAL","NORTRIPTYLINE HCL 10MG/5ML SOLN,ORAL",CN601,F,T,116.91,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0721-04,,118ML,"FLUOXETINE HCL 20MG/5ML SOLN,ORAL","FLUOXETINE HCL 20MG/5ML SOLN,ORAL",CN609,F,T,19.49,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0722-08,,237ML,SENNA 176MG/5ML SYRUP,SENNA 176MG/5ML SYRUP,GA204,F,T,9.35,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0727-16,,473ML,RANITIDINE HCL 75MG/5ML SYRUP,RANITIDINE HCL 75MG/5ML SYRUP,GA301,F,T,21.01,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0747-40,,40X10ML,"SUCRALFATE 500MG/5ML SUSP,ORAL,10ML","SUCRALFATE 500MG/5ML SUSP,ORAL,10ML",GA302,F,T,359.60,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1172-10,,1000,CAPTOPRIL 25MG TAB,CAPTOPRIL 25MG TAB,CV800,F,T,1052.56,12/15/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0766-16,,473ML,"CALCIUM CARBONATE 1250MG/5ML SUSP,ORAL","CALCIUM CARBONATE 1250MG/5ML SUSP,ORAL",TN420,F,T,6.20,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0770-01,,30ML,"LORAZEPAM 2MG/ML CONC,ORAL","LORAZEPAM 2MG/ML CONC,ORAL",CN302,F,T,8.27,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0772-16,,473ML,"HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL,15ML",HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SO,CN101,F,T,28.45,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0773-08,,236ML,"PREDNISOLONE NA PHOSPHATE 10MG/5ML (A/F) SOLN,ORAL",PREDNISOLONE NA PHOSPHATE 10MG/5ML (A/F) SOLN,HS051,F,T,504.33,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0775-08,,236ML,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF),RE301,F,T,7.49,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0777-08,,236ML,"PREDNISOLONE NA PHOSPHATE 20MG/5ML (A/F) SOLN,ORAL",PREDNISOLONE NA PHOSPHATE 20MG/5ML (A/F) SOLN,HS051,F,T,716.65,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0820-16,,473ML,"THEOPHYLLINE,ANHYDROUS 80MG/15ML (SF) ELIXIR","THEOPHYLLINE,ANHYDROUS 80MG/15ML (SF) ELIXIR",RE104,F,T,29.15,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0825-01,,30ML,"MORPHINE CONCENTRATED 20MG/ML SOLN,ORAL","MORPHINE CONCENTRATED 20MG/ML SOLN,ORAL",CN101,F,T,12.04,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0825-04,,118ML,"MORPHINE CONCENTRATED 20MG/ML SOLN,ORAL","MORPHINE CONCENTRATED 20MG/ML SOLN,ORAL",CN101,F,T,47.37,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0849-40,,40X10ML,LORATADINE 5MG/5ML SYRUP,LORATADINE 5MG/5ML SYRUP,AH109,F,T,85.20,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0852-40,,40X10ML,"ESCITALOPRAM OXALATE 10MG/10ML LIQUID,ORAL,10ML","ESCITALOPRAM OXALATE 10MG/10ML LIQUID,ORAL,10",CN609,F,T,172.48,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0853-40,,40X20ML,SULFAMETHOXAZOLE 200MG/TRIMETHOPRIM 40MG/5ML SUSP,SULFAMETHOXAZOLE 200MG/TRIMETHOPRIM 40MG/5ML,AM650,F,T,187.25,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0867-20,,2X10,VANCOMYCIN HCL 125MG CAP,VANCOMYCIN HCL 125MG CAP,AM900,F,T,27.01,10/01/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0890-20,,2X10,VANCOMYCIN HCL 250MG CAP,VANCOMYCIN HCL 250MG CAP,AM900,F,T,45.01,10/01/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0893-16,,473ML,"CHLORHEXIDINE GLUCONATE 0.12% RINSE,ORAL","CHLORHEXIDINE GLUCONATE 0.12% RINSE,ORAL",OR500,F,T,1.89,04/15/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-0978-00,,100X0ML,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,DIPHENHYDRAMINE HCL 12.5MG/5ML ELIXIR,AH102,F,T,207.80,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1173-01,,100,CAPTOPRIL 50MG TAB,CAPTOPRIL 50MG TAB,CV800,F,T,178.87,09/05/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1008-00,,100X12.5ML,"CODEINE 12MG/ACETAMINOPHEN 120MG/5ML SOLN,ORAL","CODEINE 12MG/ACETAMINOPHEN 120MG/5ML SOLN,ORA",CN101,F,T,119.89,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1154-00,,100X30ML,"LACTULOSE 10GM/15ML SOLN,ORAL","LACTULOSE 10GM/15ML SOLN,ORAL",GA202,F,T,48.36,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1314-00,,100X10.15ML,ACETAMINOPHEN 325MG/10.15ML ELIXIR,ACETAMINOPHEN 325MG/10.15ML ELIXIR,CN103,F,T,127.30,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1350-00,,100X10ML,"VALPROIC ACID 250MG/5ML SOLN,ORAL","VALPROIC ACID 250MG/5ML SOLN,ORAL",CN400,F,T,42.73,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1488-00,,100X10ML,"GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML","GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML",RE302,F,T,31.60,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1544-40,,40X10ML,"HYDROCODONE 5MG/ACETAMINOPHEN 217MG/10ML SOLN,ORAL,10ML",HYDROCODONE 5MG/ACETAMINOPHEN 217MG/10ML SOLN,CN101,F,T,222.50,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1550-00,,100X10ML,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF),RE301,F,T,57.70,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1576-10,,100X10ML,"METOCLOPRAMIDE HCL 5MG/5ML SOLN,ORAL,10ML","METOCLOPRAMIDE HCL 5MG/5ML SOLN,ORAL,10ML",AU300,F,T,119.23,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1680-00,,100X15ML,"POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,15ML","POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,15M",TN430,F,T,808.25,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1680-40,,40X15ML,"POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,15ML","POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,15M",TN430,F,T,323.35,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1744-00,,100X5ML,"GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML","GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML",RE302,F,T,29.70,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1760-30,,100X30ML,"MAGNESIUM HYDROXIDE/ALOH 200-200/5ML,ORAL SUSP","MAGNESIUM HYDROXIDE/ALOH 200-200/5ML,ORAL SUS",GA199,F,T,193.03,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1761-30,,100X30ML,"ALOH/MGOH/SIMETHICONE REGULAR STRENGTH LIQUID,30ML",ALOH/MGOH/SIMETHICONE REGULAR STRENGTH LIQUID,GA199,F,T,198.56,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1762-30,,100X30ML,"ALOH/MGOH/SIMETHICONE EXTRA STRENGTH LIQUID,30ML",ALOH/MGOH/SIMETHICONE EXTRA STRENGTH LIQUID,GA199,F,T,203.85,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1775-00,,100X5ML,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,CODEINE 10MG/GUAIFENESIN 100MG/5ML (SF & AF),RE301,F,T,48.79,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-1971-00,,100X20.3ML,"ACETAMINOPHEN 650MG/20.3ML (AF & SF) SOLN,ORAL","ACETAMINOPHEN 650MG/20.3ML (AF & SF) SOLN,ORA",CN103,F,T,141.47,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-2232-00,,100X15ML,"GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML","GUAIFENESIN 100MG/5ML (SF & AF) LIQUID,5ML",RE302,F,T,34.50,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-2316-40,,40X15ML,"HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SOLN,ORAL,15ML",HYDROCODONE 7.5MG/ACETAMINOPHEN 325MG/15ML SO,CN101,F,T,225.01,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-2520-00,,100X30ML,"POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,30ML","POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,30M",TN430,F,T,1224.75,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-2520-40,,40X30ML,"POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,30ML","POTASSIUM CHLORIDE 20MEQ/15ML (SF) LIQUID,30M",TN430,F,T,489.95,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4675-00,,100X5ML,"VALPROIC ACID 250MG/5ML SOLN,ORAL","VALPROIC ACID 250MG/5ML SOLN,ORAL",CN400,F,T,37.50,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4675-40,,40X5ML,"VALPROIC ACID 250MG/5ML SOLN,ORAL","VALPROIC ACID 250MG/5ML SOLN,ORAL",CN400,F,T,15.47,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4721-05,,40X5ML,"FLUOXETINE HCL 20MG/5ML SOLN,ORAL,5ML","FLUOXETINE HCL 20MG/5ML SOLN,ORAL,5ML",CN609,F,T,167.60,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4722-15,,40X15ML,SENNA 176MG/5ML SYRUP,SENNA 176MG/5ML SYRUP,GA204,F,T,111.23,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4727-10,,40X10ML,RANITIDINE HCL 75MG/5ML SYRUP,RANITIDINE HCL 75MG/5ML SYRUP,GA301,F,T,102.96,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4766-05,,40X5ML,"CALCIUM CARBONATE 1250MG/5ML SUSP,ORAL","CALCIUM CARBONATE 1250MG/5ML SUSP,ORAL",TN420,F,T,70.85,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4772-40,,40X5ML,"HYDROCODONE 2.5MG/ACETAMINOPHEN 108MG/5ML SOLN,ORAL,5ML",HYDROCODONE 2.5MG/ACETAMINOPHEN 108MG/5ML SOL,CN101,F,T,205.60,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4776-00,,100X10ML,"MEGESTROL ACETATE 200MG/5ML SUSP,ORAL,10ML","MEGESTROL ACETATE 200MG/5ML SUSP,ORAL,10ML",HS800,F,T,187.71,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4820-40,,40X15ML,"THEOPHYLLINE,ANHYDROUS 80MG/15ML (SF) ELIXIR","THEOPHYLLINE,ANHYDROUS 80MG/15ML (SF) ELIXIR",RE104,F,T,338.40,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00121-4827-40,,40X5ML,"OXYCODONE HCL 5MG/5ML SOLN,ORAL","OXYCODONE HCL 5MG/5ML SOLN,ORAL",CN101,F,T,144.67,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1171-01,,100,CAPTOPRIL 12.5MG TAB,CAPTOPRIL 12.5MG TAB,CV800,F,T,98.24,12/15/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1171-10,,1000,CAPTOPRIL 12.5MG TAB,CAPTOPRIL 12.5MG TAB,CV800,F,T,949.36,09/05/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1172-01,,100,CAPTOPRIL 25MG TAB,CAPTOPRIL 25MG TAB,CV800,F,T,101.72,09/05/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1173-10,,1000,CAPTOPRIL 50MG TAB,CAPTOPRIL 50MG TAB,CV800,F,T,1827.64,12/15/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1174-01,,100,CAPTOPRIL 100MG TAB,CAPTOPRIL 100MG TAB,CV800,F,T,239.99,12/15/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1227-01,,100,DICYCLOMINE HCL 20MG TAB,DICYCLOMINE HCL 20MG TAB,AU350,F,T,15.94,10/21/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1227-10,,1000,DICYCLOMINE HCL 20MG TAB,DICYCLOMINE HCL 20MG TAB,AU350,F,T,166.51,10/21/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1240-01,,100,DIGOXIN 0.125MG TAB,DIGOXIN 0.125MG TAB,CV050,F,T,16.64,04/15/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1240-10,,1000,DIGOXIN 0.125MG TAB,DIGOXIN 0.125MG TAB,CV050,F,T,166.36,04/15/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1241-01,,100,DIGOXIN 0.25MG TAB,DIGOXIN 0.25MG TAB,CV050,F,T,16.64,04/15/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-1241-10,,1000,DIGOXIN 0.25MG TAB,DIGOXIN 0.25MG TAB,CV050,F,T,166.36,04/15/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9273-10,,10X1ML,"DIHYDROERGOTAMINE MESYLATE 1MG/ML INJ AMP,1ML","DIHYDROERGOTAMINE MESYLATE 1MG/ML INJ AMP,1ML",CN105,F,T,538.15,09/04/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9279-01,,50ML,MITOMYCIN 20MG/VIL INJ,MITOMYCIN 20MG/VIL INJ,AN200,F,T,625.68,10/15/2019,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9280-01,,100ML,MITOMYCIN 40MG/VIL INJ,MITOMYCIN 40MG/VIL INJ,AN200,F,T,1251.36,10/15/2019,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9295-01,,1ML,HALOPERIDOL DECANOATE 100MG/ML INJ,HALOPERIDOL DECANOATE 100MG/ML INJ,CN709,F,T,15.54,11/13/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9296-01,,5ML,HALOPERIDOL DECANOATE 100MG/ML INJ,HALOPERIDOL DECANOATE 100MG/ML INJ,CN709,F,T,74.73,11/13/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9318-10,,10X4ML,NOREPINEPHRINE BITARTRATE 1MG/ML INJ,NOREPINEPHRINE BITARTRATE 1MG/ML INJ,AU100,F,T,97.75,04/22/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9501-25,,25X1ML,HALOPERIDOL 5MG/ML (PF) INJ,HALOPERIDOL 5MG/ML (PF) INJ,CN709,F,T,39.75,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9502-01,,10ML,HALOPERIDOL 5MG/ML (PF) INJ,HALOPERIDOL 5MG/ML (PF) INJ,CN709,F,T,7.20,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9508-10,,10X10ML,KETAMINE HCL 50MG/ML INJ,KETAMINE HCL 50MG/ML INJ,CN203,F,T,24.64,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9509-10,,10X5ML,KETAMINE HCL 100MG/ML INJ,KETAMINE HCL 100MG/ML INJ,CN203,F,T,60.20,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9519-10,,10X2ML,METHOTREXATE NA 25MG/ML (PF) INJ,METHOTREXATE NA 25MG/ML (PF) INJ,AN300,F,T,32.59,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9575-10,,10X50ML,LIDOCAINE HCL 2% INJ,LIDOCAINE HCL 2% INJ,CN204,F,T,35.80,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9577-10,,10X50ML,LIDOCAINE HCL 1% INJ,LIDOCAINE HCL 1% INJ,CN204,F,T,26.90,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9594-25,,25X5ML,LIDOCAINE HCL 2% INJ,LIDOCAINE HCL 2% INJ,CN204,F,T,29.15,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9595-25,,25X5ML,LIDOCAINE HCL 1% INJ,LIDOCAINE HCL 1% INJ,CN204,F,T,35.30,02/19/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9638-05,,5X0.5ML,"SUMATRIPTAN SUCCINATE 6MG/0.5ML INJ,VIL,0.5ML","SUMATRIPTAN SUCCINATE 6MG/0.5ML INJ,VIL,0.5ML",CN105,F,T,51.01,08/01/2018,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9659-01,,1ML,"TESTOSTERONE CYPIONATE 200MG/ML INJ,1ML (IN OIL)","TESTOSTERONE CYPIONATE 200MG/ML INJ,1ML (IN O",HS100,F,T,5.45,04/22/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9725-01,,10ML,PROGESTERONE 50MG/ML INJ (IN OIL),PROGESTERONE 50MG/ML INJ (IN OIL),HS800,F,T,28.00,07/18/2019,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9726-01,,10ML,TESTOSTERONE CYPIONATE 200MG/ML INJ (IN OIL),TESTOSTERONE CYPIONATE 200MG/ML INJ (IN OIL),HS100,F,T,19.26,04/22/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00143-9750-01,,5ML,TESTOSTERONE ENANTHATE 200MG/ML INJ (IN OIL),TESTOSTERONE ENANTHATE 200MG/ML INJ (IN OIL),HS100,F,T,74.00,03/18/2019,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00228-3083-06,,60,"ALPRAZOLAM 0.5MG TAB,SA","ALPRAZOLAM 0.5MG TAB,SA",cn302,F,T,38.48,01/01/2018,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00228-3084-06,,60,"ALPRAZOLAM 1MG TAB,SA","ALPRAZOLAM 1MG TAB,SA",CN302,F,T,51.42,01/01/2018,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00228-3086-06,,60,"ALPRAZOLAM 3MG TAB,SA","ALPRAZOLAM 3MG TAB,SA",CN302,F,T,99.07,01/01/2018,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00228-3087-06,,60,"ALPRAZOLAM 2MG TAB,SA","ALPRAZOLAM 2MG TAB,SA",CN302,F,T,61.84,01/01/2018,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00254-1010-19,,30ML,"DIAZOXIDE 50MG/ML SUSP,ORAL","DIAZOXIDE 50MG/ML SUSP,ORAL",HS503,F,T,195.01,11/01/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00378-0399-18,,60,"DIMETHYL FUMARATE 240MG CAP,EC","DIMETHYL FUMARATE 240MG CAP,EC",IM700,F,T,5101.50,09/01/2021,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00378-1101-01,,100,PRAZOSIN HCL 1MG CAP,PRAZOSIN HCL 1MG CAP,CV150,F,T,15.43,02/25/2020,12/31/2022,FSS,Compliant
36F79718D0318,"Golden State Medical Supply, Inc.",01/01/2018,12/31/2022,00378-1101-10,,1000,PRAZOSIN HCL 1MG CAP,PRAZOSIN HCL 1MG CAP,CV150,F,T,175.56,02/25/2020,12/31/2022,FSS,Compliant
