Contract Number,Vendor Name,Contract Start Date,Contract Stop Date,NDC With Dashes,Sub Item Identifier,Package Description,Generic,Trade Name,VA Class,Covered,Prime Vendor,Price,Price Start Date,Price Stop Date,Price Type
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0472-07,No Data,12,RISEDRONATE NA 35MG TAB,ACTONEL 35MG TAB,HS900,T,T,418.54,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0478-01,No Data,1,RISEDRONATE NA 150MG TAB,ACTONEL 150MG,HS900,T,T,151.14,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0478-01,No Data,1,RISEDRONATE NA 150MG TAB,ACTONEL 150MG,HS900,T,T,151.14,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0478-02,No Data,3,RISEDRONATE NA 150MG TAB,ACTONEL 150MG,HS900,T,T,453.40,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0478-02,No Data,3,RISEDRONATE NA 150MG TAB,ACTONEL 150MG,HS900,T,T,453.40,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0540-50,No Data,5X28,"MINASTRIN FE 1/20 TAB,CHEWABLE,28",MINASTRIN 24 FE,HS200,T,T,375.50,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0540-50,No Data,5X28,"MINASTRIN FE 1/20 TAB,CHEWABLE,28",MINASTRIN 24 FE,HS200,T,T,375.50,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0580-45,No Data,3X28,"OVCON-35 TAB,28",ETHINYL ESTRADIOL 0.035MG/NORETHINDRONE 0.4MG,HS200,F,T,260.77,01/01/2013,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0720-24,No Data,100,ESTRADIOL 0.5MG TAB,ESTRACE 0.5MG TAB,HS300,F,T,228.79,01/01/2013,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0721-24,No Data,100,ESTRADIOL 1MG TAB,ESTRACE 1MG TAB,HS300,F,T,228.79,01/01/2013,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0722-24,No Data,100,ESTRADIOL 2MG TAB,ESTRACE 2MG TAB,HS300,F,T,293.72,01/01/2013,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0783-27,No Data,180,"MESALAMINE 800MG TAB,EC",ASACOL HD 800MG TAB,GA900,T,T,730.54,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0783-27,No Data,180,"MESALAMINE 800MG TAB,EC",ASACOL HD 800MG TAB,GA900,T,T,730.54,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0979-03,No Data,4,"RISEDRONATE NA 35MG TAB,EC","ATELVIA, 35MG DELAYED RELEASE TAB",HS200,T,T,135.48,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0979-03,No Data,4,"RISEDRONATE NA 35MG TAB,EC","ATELVIA, 35MG DELAYED RELEASE TAB",HS200,T,T,139.53,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-3754-14,No Data,42.5GM,"ESTRADIOL 0.01% CREAM,VAG","ESTRACE 0.01% CREAM,VAG",GU500,F,T,122.69,01/01/2013,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-6201-40,No Data,1,"ESTRADIOL ACETATE 0.05MG/24HR RING,VAG",FEMRING 0.05MG/24HR RING,HS300,T,T,209.18,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-6201-40,No Data,1,"ESTRADIOL ACETATE 0.05MG/24HR RING,VAG",FEMRING 0.05MG/24HR RING,HS300,T,T,215.11,01/01/2017,12/31/2017,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-6202-40,No Data,1,"ESTRADIOL ACETATE 0.1MG/24HR RING,VAG",FEMRING 0.1MG/24HR RING,HS300,T,T,223.27,01/01/2017,12/31/2017,Big4
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-6202-40,No Data,1,"ESTRADIOL ACETATE 0.1MG/24HR RING,VAG",FEMRING 0.1MG/24HR RING,HS300,T,T,229.23,01/01/2017,12/31/2017,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0131-01,No Data,10X0.5ML,DIPHTHERIA TOXOID 2UNT/TETANUS TOXOID 2UNT/0.5ML ADSORBED INJ,TD VACCINE 0.5ML/VIL INJ,IM105,T,T,125.13,01/29/2016,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0603-20,No Data,1EA,"ANTITHROMBIN III,HUMAN 500UNT/VIL INJ",THROMBATE III 500IU/VIL INJ,BL500,T,T,2.08,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0613-20,No Data,50ML,PLASMA PROTEIN FRACTION 5% INJ,PLASMANATE 5% INJ 50ML VL W/O ADMIN SET,BL500,T,T,13.41,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0613-25,No Data,250ML,PLASMA PROTEIN FRACTION 5% INJ,PLASMANATE 5% INJ 250ML VL W/ADMIN SET,BL500,T,T,23.06,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0618-02,No Data,2ML,"RABIES IMMUNE GLOBULIN,HUMAN 150UNT/ML INJ",HYPERRAB 150UNT/ML IM INJ,IM500,T,T,299.60,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0618-10,No Data,10ML,"RABIES IMMUNE GLOBULIN,HUMAN 150UNT/ML INJ",HYPERRAB 150UNT/ML IM INJ,IM500,T,T,1508.55,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0631-02,No Data,1,"RHO (D) IMMUNE GLOBULIN,HUMAN 300MCG/ML INJ,SYRINGE,1ML",HYPERRHO-D 300MCG/ML INJ SYRINGE 1ML,IM500,T,T,51.74,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0631-10,No Data,10,"RHO (D) IMMUNE GLOBULIN,HUMAN","HYPERRHO-D 300MCG/0.1ML INJ,SYRINGE",IM500,T,T,519.63,01/01/2017,03/14/2018,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0005-30,No Data,30UD,"SUVOREXANT 5MG TAB,UD",BELSOMRA 5MG TABUD,CN309,T,T,190.28,01/01/2017,11/30/2017,Big4
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0634-02,No Data,1,"TETANUS IMMUNE GLOBULIN,HUMAN 250UNT/ML INJ,SYRINGE,1ML",HYPERTET 250UNT/ML INJ SYRINGE,IM500,T,T,186.90,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0635-04,No Data,1X2ML,"GLOBULIN,IMMUNE (IM) INJ",GAMASTAN INJ,IM500,T,T,32.53,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0635-12,No Data,1X10ML,"GLOBULIN,IMMUNE (IM) INJ",GAMASTAN INJ,IM500,T,T,139.97,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0636-02,No Data,1ML,"HEPATITIS B IMMUNE GLOBULIN (IM) INJ,SYRINGE,1ML",HYPERHEP B SAFETY SYRINGE 1ML,IM500,T,T,94.68,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0636-03,No Data,0.5ML,"HEPATITIS B IMMUNE GLOBULIN (IM) INJ,SYRINGE,0.5ML",HYPERHEP B INJ SAFETY SYRINGE 0.5ML,IM500,T,T,50.73,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0636-05,No Data,5ML,HEPATITIS B IMMUNE GLOBULIN (IM) INJ,HYPERHEP B INJ VIAL,IM500,T,T,373.35,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0661-06,No Data,10X0.5ML,"RHO (D) IMMUNE GLOBULIN,HUMAN 300MCG/ML INJ,SYRINGE,0.17ML",HYPERRHO-D 50MCG/0.5ML INJ SYRINGE,IM500,T,T,167.08,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0684-16,No Data,20ML,"ALBUMIN,HUMAN 25% INJ",PLASBUMIN-25 INJ 20ML W/O ADMIN SET,BL500,T,T,14.33,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0684-20,No Data,50ML,"ALBUMIN,HUMAN 25% INJ",PLASBUMIN-25 INJ 50ML VIAL W/ADMIN SET,BL500,T,T,10.70,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0684-71,No Data,100ML,"ALBUMIN,HUMAN 25% INJ",PLASBUMIN-25 INJ 100ML VIAL W/ADMIN SET,BL500,T,T,7.95,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0685-20,No Data,50ML,"ALBUMIN,HUMAN 5% INJ",PLASBUMIN-5 INJ 50ML W/O ADMIN SET,BL500,T,T,15.37,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0685-25,No Data,250ML,"ALBUMIN,HUMAN 5% INJ",PLASBUMIN-5 INJ 250ML VIAL W/ADMIN SET,BL500,T,T,22.79,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0690-20,No Data,50ML,"ALBUMIN,HUMAN,LOW ALUMINUM 5% INJ",L/A PLASBUMIN-5 INJ,BL500,T,T,17.56,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0690-25,No Data,250ML,"ALBUMIN,HUMAN,LOW ALUMINUM 5% INJ",L/A PLASBUMIN-5 INJ,BL500,T,T,14.08,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0692-16,No Data,20ML,"ALBUMIN,HUMAN,LOW ALUMINUM 25% INJ",L/A PLASBUMIN-25 INJ,BL500,T,T,16.64,01/01/2017,03/14/2018,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0005-30,No Data,30UD,"SUVOREXANT 5MG TAB,UD",BELSOMRA 5MG TABUD,CN309,T,T,262.59,01/01/2017,11/30/2017,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0692-20,No Data,50ML,"ALBUMIN,HUMAN,LOW ALUMINUM 25% INJ",L/A PLASBUMIN-25 INJ,BL500,T,T,16.65,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0692-71,No Data,100ML,"ALBUMIN,HUMAN,LOW ALUMINUM 25% INJ",L/A PLASBUMIN-25 INJ,BL500,T,T,38.11,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0700-02,No Data,1MG,"ALPHA-1-PROTEINASE INHIBITOR,HUMAN 1000MG/VIL INJ",PROLASTIN-C APPROX 1000MG ACTIVITY/VIAL,RE900,T,T,0.30,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0701-01,No Data,1MG,"ALPHA-1-PROTEINASE INHIBITOR,HUMAN 1000MG/VIL INJ",PROLASTIN C-APPROX 1000MG/VIAL,RE900,T,T,0.31,02/25/2016,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0703-10,No Data,1MG,"ALPHA-1-PROTEINASE INHIBITOR,HUMAN 1000MG/VIL INJ",PROLASTIN C-APPROX 1000MG/VIAL,RE900,T,T,0.31,12/02/2016,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-12,No Data,1,"GLOBULIN,IMMUNE (IV) 1GM/VIL INJ",GAMUNEX-C 1GM/VIL INJ,IM500,T,T,51.60,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-15,No Data,1,"GLOBULIN,IMMUNE (IV) 2.5GM/VIL INJ",GAMUNEX-C 2.5GM/VIL INJ,IM500,T,T,129.83,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-20,No Data,1,"GLOBULIN,IMMUNE (IV) 5GM/VIL INJ",GAMUNEX-C 5GM/VIL INJ,IM500,T,T,250.29,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-24,No Data,1,"GLOBULIN,IMMUNE (IV) 20GM/VIL INJ",GAMUNEX-C 20GM/VIL INJ,IM500,T,T,964.81,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-40,No Data,1,"GLOBULIN,IMMUNE (IV) 40GM/VIL INJ",GAMUNEX-C 40GM/VIL INJ,IM500,T,T,1912.83,01/01/2017,03/14/2018,FSS
V797D-30042,"Grifols Therapeutics, Inc.",03/15/2013,03/14/2018,13533-0800-71,No Data,1,"GLOBULIN,IMMUNE (IV) 10GM/VIL INJ",GAMUNEX-C 10GM/VIL INJ,IM500,T,T,515.96,01/01/2017,03/14/2018,FSS
V797D-30044,"MedImmune, LLC",12/15/2012,12/14/2017,60574-4113-01,No Data,1,PALIVIZUMAB 100MG/VIL INJ,LIQUID SYNAGIS 100MG/VIL INJ,AM800,T,T,1868.49,01/01/2017,12/14/2017,Big4
V797D-30044,"MedImmune, LLC",12/15/2012,12/14/2017,60574-4113-01,No Data,1,PALIVIZUMAB 100MG/VIL INJ,LIQUID SYNAGIS 100MG/VIL INJ,AM800,T,T,2366.27,01/01/2017,12/14/2017,FSS
V797D-30044,"MedImmune, LLC",12/15/2012,12/14/2017,60574-4114-01,No Data,1,PALIVIZUMAB 50MG/VIL INJ,LIQUID SYNAGIS 50MG/VIL INJ,AM800,T,T,986.51,01/01/2017,12/14/2017,Big4
V797D-30044,"MedImmune, LLC",12/15/2012,12/14/2017,60574-4114-01,No Data,1,PALIVIZUMAB 50MG/VIL INJ,LIQUID SYNAGIS 50MG/VIL INJ,AM800,T,T,1253.13,01/01/2017,12/14/2017,FSS
V797D-30044,"MedImmune, LLC",12/15/2012,12/14/2017,66019-0303-10,No Data,1,"INFLUENZA LIVE VACCINE, QUADRIVALENT, NASAL",FLUMIST QUADRIVALENT INTRANASAL SPRAY 2016-17,IM100,T,T,119.69,10/17/2016,12/14/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0019-54,No Data,90UU,LISINOPRIL 5MG TAB,PRINIVIL 5MG TAB UU,CV800,T,T,90.21,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0019-54,No Data,90UU,LISINOPRIL 5MG TAB,PRINIVIL 5MG TAB UU,CV800,T,T,127.52,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0031-44,No Data,4,ALENDRONATE 70MG TAB,FOSAMAX 70MG TAB UU BLISTER,HS900,T,T,80.01,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0031-44,No Data,4,ALENDRONATE 70MG TAB,FOSAMAX 70MG TAB UU BLISTER,HS900,T,T,113.71,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0032-20,No Data,20,IVERMECTIN 3MG TAB,STROMECTOL 3MG TAB,AP200,T,T,68.73,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0032-20,No Data,20,IVERMECTIN 3MG TAB,STROMECTOL 3MG TAB,AP200,T,T,91.54,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0033-30,No Data,30UD,"SUVOREXANT 10MG TAB,UD","BELSOMRA 10MG TAB,UD",CN309,T,T,189.64,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0033-30,No Data,30UD,"SUVOREXANT 10MG TAB,UD","BELSOMRA 10MG TAB,UD",CN309,T,T,262.59,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0071-31,No Data,30,FINASTERIDE 1MG TAB,PROPECIA 1MG TAB,HS900,T,T,65.21,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0071-31,No Data,30,FINASTERIDE 1MG TAB,PROPECIA 1MG TAB,HS900,T,T,91.86,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0071-54,No Data,90,FINASTERIDE 1MG TAB,PROPAK 1MG TAB,HS900,T,T,174.79,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0071-54,No Data,90,FINASTERIDE 1MG TAB,PROPAK 1MG TAB,HS900,T,T,247.78,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0072-31,No Data,30,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,98.68,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0072-31,No Data,30,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,139.43,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0072-58,No Data,100,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,328.91,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0072-58,No Data,100,FINASTERIDE 5MG TAB,PROSCAR 5MG TAB,HS900,T,T,464.64,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-61,No Data,60,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,239.76,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-61,No Data,60,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,321.36,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-62,No Data,180,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,727.82,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-62,No Data,180,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,964.05,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-82,No Data,1000,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,4015.20,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0078-82,No Data,1000,"METFORMIN HCL 500MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/500MG TAB XR,HS502,T,T,5355.97,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-61,No Data,60,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,239.30,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-61,No Data,60,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,321.36,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-62,No Data,180,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,721.39,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-62,No Data,180,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,964.05,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-82,No Data,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,3996.71,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0080-82,No Data,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 50MG 24 HR TAB,SA",JANUMET 50/1000MG TAB XR,HS502,T,T,5355.97,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-31,No Data,30,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,239.43,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-31,No Data,30,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,321.36,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-54,No Data,90,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,720.67,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-54,No Data,90,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,964.05,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-82,No Data,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,7981.99,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0081-82,No Data,1000,"METFORMIN HCL 1000MG/SITAGLIPTIN PHOSPHATE 100MG 24 HR TAB,SA",JANUMET 100/1000MG TAB XR,HS502,T,T,10712.03,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0106-54,No Data,90,LISINOPRIL 10MG TAB,PRINIVIL 10MG TAB UU,CV800,T,T,96.64,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0106-54,No Data,90,LISINOPRIL 10MG TAB,PRINIVIL 10MG TAB UU,CV800,T,T,131.67,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-28,No Data,100,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,795.21,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-28,No Data,100,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,1071.15,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-31,No Data,30,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,239.14,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-31,No Data,30,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,270.23,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-54,No Data,90,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,716.53,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0112-54,No Data,90,SITAGLIPTIN PHOSPHATE 50MG TAB,JANUVIA 50MG TAB,HS502,T,T,810.67,01/01/2017,11/30/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0207-54,No Data,90,LISINOPRIL 20MG TAB,PRINIVIL 20MG TAB UU,HS502,T,T,99.20,01/01/2017,11/30/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0207-54,No Data,90,LISINOPRIL 20MG TAB,PRINIVIL 20MG TAB UU,HS502,T,T,140.93,01/01/2017,11/30/2017,FSS
